	14517X1	14517X2	14517X3	14517X10	14517X11	14517X12
YLL045C	21247	17594	19113	6914	7729	7402
YLL043W	1007	898	801	1135	1222	1143
YLL042C	29	21	24	23	29	32
YLL041C	834	620	320	370	365	237
YLL040C	3622	2608	2555	3963	3191	3299
YLL039C	2922	2287	1551	8967	7021	6389
YLL038C	351	291	248	304	334	294
YLL036C	645	525	480	603	653	574
YLL035W	459	407	474	550	599	604
YLL034C	758	607	749	651	630	625
YLL033W	92	60	73	90	96	91
YLL032C	364	334	304	424	422	443
YLL031C	877	726	874	902	876	889
YLL029W	1907	1604	1169	2271	2037	1840
YLL028W	351	291	375	417	499	487
YLL027W	425	324	255	242	287	285
YLL026W	16047	15073	11847	35571	32913	30960
tP(UGG)L	1	0	0	0	1	0
YLL025W	153	129	127	282	315	233
YLL024C	36058	29933	28692	17875	18600	18321
YLL023C	609	461	361	1014	877	824
YLL022C	485	426	373	377	389	402
YLL021W	1120	890	1060	1037	1071	1000
YLL019C	817	621	412	1392	1200	1212
YLL018C-A	146	101	120	138	142	164
YLL018C	7748	6280	5473	4666	4634	4232
YLL015W	1320	1044	963	1639	1440	1357
YLL014W	441	428	529	418	331	329
YLL013C	666	466	445	530	568	541
YLL012W	199	189	237	577	609	705
YLL011W	556	517	697	659	804	775
YLL010C	539	405	371	685	731	693
YLL009C	461	384	427	376	370	346
YLL008W	1544	1419	1474	1565	1618	1580
YLL007C	265	179	175	238	221	195
YLL006W-A	0	0	0	0	1	1
YLL006W	623	436	427	665	575	531
YLL005C	5	6	5	12	16	15
YLL004W	157	156	182	319	375	335
YLL003W	360	288	317	479	474	425
YLL002W	147	117	127	81	112	88
YLL001W	604	492	481	916	754	777
YLR001C	519	361	385	797	686	720
YLR002C	1039	890	971	851	956	900
YLR003C	651	521	529	497	611	587
YLR004C	44	22	24	78	81	57
YLR005W	535	427	394	551	553	486
YLR006C	910	755	598	1147	1091	1040
YLR007W	380	303	301	510	498	494
YLR008C	766	642	695	481	566	552
YLR009W	1765	1371	1418	1242	1409	1297
YLR010C	56	33	43	97	99	107
tS(AGA)L	0	0	0	0	0	1
YLR011W	148	110	101	156	149	124
YLR012C	1	3	0	18	4	11
YLR013W	0	1	1	2	2	0
YLR014C	299	298	407	479	472	499
YLR015W	368	298	322	330	275	303
YLR016C	303	269	241	350	314	320
YLR017W	1714	1375	1342	1070	1197	1180
YLR018C	451	377	465	641	661	704
YLR019W	1163	877	722	809	792	756
YLR020C	567	504	504	576	629	608
YLR021W	346	272	299	323	346	326
YLR022C	828	675	666	561	703	679
YLR023C	546	430	399	651	709	712
YLR024C	484	364	325	670	564	590
YLR025W	368	329	237	369	410	344
YLR026C	905	720	622	1040	1152	943
YLR027C	4998	4199	3981	4906	5004	4628
snR30	86046	78901	74104	126003	89289	73879
YLR028C	2318	1817	1483	2491	2413	2187
YLR029C	27739	22620	24253	11960	12734	11545
YLR030W	33	42	33	58	57	53
YLR031W	48	36	32	56	54	43
YLR032W	291	242	252	312	275	318
YLR033W	508	388	394	475	508	520
YLR034C	647	461	495	1192	1220	1202
YLR035C	228	176	176	305	307	276
tA(UGC)L	0	0	0	0	0	0
YLR036C	105	113	97	89	106	102
YLR037C	54	36	24	126	104	93
YLR038C	420	340	299	459	496	404
YLR039C	441	368	351	495	430	453
YLR040C	132	115	86	129	110	102
YLR042C	104	78	65	86	81	67
YLR043C	2316	1953	2415	1996	2096	1949
YLR044C	240097	198527	189545	159794	162791	154315
YLR045C	727	560	630	1203	1081	977
YLR046C	160	99	109	256	254	257
YLR047C	367	275	238	639	592	612
YLR048W	22822	18335	19059	8883	9958	9292
YLR049C	441	275	362	321	311	280
YLR050C	270	215	222	500	485	440
YLR051C	361	320	349	481	499	488
YLR052W	702	578	499	817	898	762
YLR053C	7	2	1	8	4	5
YLR054C	192	164	151	456	368	340
YLR055C	249	246	226	349	353	335
YLR056W	2673	2327	2348	8047	8576	8510
YLR057W	518	415	509	634	718	728
YLR058C	6698	5130	4269	2050	2188	1950
YLR059C	660	533	481	771	800	733
YLR060W	6545	5400	4925	4656	4531	4183
YLR061W	9988	7965	8439	3200	3869	3634
YLR063W	74	68	114	102	97	103
YLR064W	394	248	288	399	430	427
YLR065C	213	169	166	124	140	115
YLR066W	745	569	565	708	624	520
YLR067C	330	238	325	390	415	411
YLR068W	50	50	29	25	35	32
YLR069C	1061	805	698	1016	883	797
YLR070C	61	53	33	54	46	34
YLR071C	1128	893	882	1274	1242	1274
YLR072W	431	365	289	572	621	544
YLR073C	315	279	376	261	318	324
YLR074C	420	375	314	487	534	542
YLR075W	37565	31668	33499	18775	18434	16736
YLR077W	604	538	441	682	643	603
YLR078C	513	436	368	536	492	449
YLR079W	887	730	611	1047	1137	1007
YLR080W	127	130	69	190	130	137
YLR081W	22	21	13	28	34	20
YLR082C	157	112	138	184	172	179
YLR083C	2210	1750	1959	1115	1111	1060
YLR084C	839	667	935	993	1018	1021
YLR085C	466	350	325	407	385	380
YLR086W	818	702	658	1149	1145	1129
YLR087C	1674	1357	1480	1817	1528	1660
YLR088W	897	681	767	849	793	766
YLR089C	2846	2021	1604	1446	1319	1053
YLR090W	806	638	515	734	691	656
YLR091W	258	202	195	190	200	156
YLR092W	189	147	109	967	711	753
YLR093C	1009	734	680	1664	1434	1292
YLR094C	555	455	489	1251	1321	1340
YLR095C	578	536	483	663	646	655
YLR096W	723	531	603	775	763	742
YLR097C	385	298	334	376	358	318
YLR098C	342	276	299	472	445	417
YLR099C	573	413	426	1643	1839	1781
YLR099W-A	164	165	151	247	341	294
YLR100W	1714	1391	1330	3320	3183	3058
YLR102C	104	118	72	135	129	101
YLR103C	143	141	166	224	239	243
YLR104W	311	208	222	280	300	288
YLR105C	274	229	222	240	252	225
snR79	26	22	32	31	18	17
YLR106C	6286	4154	4652	4198	3999	4765
YLR107W	447	390	424	1316	1081	1139
snR6	110	129	136	223	110	87
YLR108C	337	280	200	827	630	573
YLR109W	20297	16934	14256	27856	28495	26874
YLR110C	53549	44591	41397	33385	34212	31103
YLR113W	3110	2460	2264	2687	2528	2274
tR(ACG)L	0	0	1	1	0	0
YLR114C	320	231	226	252	226	230
YLR115W	708	595	591	624	684	633
YLR116W	625	508	471	687	762	687
YLR117C	494	412	340	566	543	496
YLR118C	630	486	537	578	545	503
YLR119W	209	156	145	183	179	162
YLR120C	3198	2610	2534	5232	4564	4133
YLR121C	2279	1841	2124	4897	4756	4608
YLR125W	159	132	104	235	184	198
YLR126C	270	253	210	498	535	510
YLR127C	422	358	296	455	472	435
YLR128W	200	142	128	249	261	226
YLR129W	1077	914	1127	1041	1188	1213
YLR130C	1171	912	883	279	310	329
YLR131C	309	211	243	348	335	352
YLR132C	222	153	164	194	161	161
YLR133W	657	576	406	770	656	632
YLR134W	227	149	171	201	182	200
YLR135W	271	225	201	410	361	401
YLR136C	239	195	122	1998	2026	1605
YLR137W	71	70	67	173	172	156
YLR138W	1803	1493	1437	2257	1884	1771
YLR139C	133	95	108	144	144	127
YLR141W	134	86	88	98	119	85
YLR142W	122	121	83	542	471	422
tD(GUC)L1	0	0	0	0	0	0
YLR143W	383	358	472	431	508	475
YLR144C	644	510	502	823	736	699
YLR145W	72	60	75	81	97	124
YLR146C	363	348	356	221	273	217
YLR146W-A	156	109	137	161	185	163
YLR147C	221	164	142	190	173	175
YLR148W	652	465	514	612	576	559
YLR149C	713	446	115	1390	856	687
YLR150W	27903	22626	21461	11408	12585	11571
YLR151C	111	84	47	105	86	83
YLR152C	611	411	303	562	410	372
YLR153C	4807	3888	4021	3494	3658	3411
YLR154C	308	222	244	201	247	199
tQ(UUG)L	0	2	0	1	1	2
RDN37-1	0	0	0	0	0	0
RDN25-1	0	0	0	0	0	0
YLR154W-C	0	0	0	0	0	0
RDN58-1	0	0	0	0	0	0
RDN18-1	0	0	0	0	0	0
RDN5-1	0	0	0	0	0	0
RDN37-2	0	0	0	0	0	0
RDN25-2	0	0	0	0	0	0
YLR154C-G	0	0	0	0	0	0
RDN58-2	0	0	0	0	0	0
RDN18-2	0	0	0	0	0	0
RDN5-2	0	0	0	0	0	0
YLR154C-H	0	0	0	0	0	0
YLR155C	0	0	0	0	0	0
YLR156W	0	0	0	0	0	0
RDN5-3	0	0	0	0	0	0
YLR156C-A	0	0	0	0	0	0
YLR157C	0	0	0	0	0	0
YLR157W-D	0	0	0	0	0	0
YLR157W-E	0	0	0	0	0	0
RDN5-4	0	0	0	0	0	0
YLR157C-C	0	0	0	0	0	0
YLR158C	0	0	0	0	0	0
YLR159W	0	0	0	0	0	0
RDN5-5	0	0	0	0	0	0
YLR159C-A	0	0	0	0	0	0
YLR160C	0	0	0	0	0	0
YLR161W	0	0	0	0	0	0
RDN5-6	0	0	0	0	0	0
YLR162W	3	1	3	6	3	4
YLR162W-A	4	3	1	4	3	1
YLR163C	968	796	745	955	930	853
YLR164W	122	79	55	94	97	85
YLR165C	143	121	94	140	164	128
YLR166C	759	613	658	782	728	773
YLR167W	48438	40765	42281	16426	15911	14465
YLR168C	135	121	142	373	368	398
YLR170C	127	99	117	178	158	167
YLR172C	1998	1657	1593	1452	1705	1556
YLR173W	407	358	250	738	665	608
YLR174W	63	41	46	134	123	132
YLR175W	3838	3247	3155	2104	2196	1972
YLR176C	221	152	108	303	310	304
YLR177W	1562	1165	531	1842	1530	1389
YLR178C	798	583	319	2225	1971	1754
YLR179C	1911	1484	1571	1464	1650	1563
YLR180W	7616	5931	5703	3830	4064	3760
YLR181C	379	303	270	375	348	336
YLR182W	624	509	495	732	667	653
YLR183C	561	450	482	383	399	388
YLR185W	6825	5611	5387	2948	3112	2932
YLR186W	1096	928	1018	1059	1080	1003
YLR187W	595	465	469	718	694	641
YLR188W	936	812	777	1036	1007	954
YLR189C	667	520	452	1183	958	906
YLR190W	1146	878	857	957	985	919
YLR191W	277	202	187	410	415	364
YLR192C	2712	2165	2082	3335	3501	3179
YLR193C	381	289	254	210	215	199
YLR194C	7133	6241	5366	16520	14221	13771
YLR195C	1154	873	927	707	688	684
YLR196W	2198	1954	1907	1905	1928	1793
YLR197W	8445	7125	7107	4945	4890	4636
YLR199C	382	310	278	397	379	362
YLR200W	517	450	427	378	418	401
YLR201C	442	408	327	554	535	485
YLR203C	1183	929	734	1034	896	860
YLR204W	380	316	219	386	357	349
YLR205C	202	143	97	1668	1413	1112
YLR206W	1786	1388	984	1948	1864	1764
YLR207W	1046	805	794	1255	1133	1098
YLR208W	1322	974	928	790	799	686
YLR209C	586	481	372	623	592	575
YLR210W	236	196	239	380	368	315
YLR211C	121	95	85	183	173	158
YLR212C	315	255	279	228	279	247
YLR213C	75	57	53	138	148	127
YLR214W	428	316	450	1017	986	1069
YLR215C	263	240	323	305	321	335
YLR216C	4209	3399	2942	5812	5552	5355
YLR218C	110	86	69	75	84	74
YLR219W	952	742	489	1384	1272	1223
YLR220W	343	285	245	179	167	137
YLR221C	938	765	779	767	775	735
YLR222C	1963	1803	1891	2025	2045	1977
YLR223C	618	526	780	1675	1740	1589
YLR224W	985	748	554	1131	1188	1094
YLR225C	934	793	621	1473	1378	1220
YLR226W	327	251	297	534	575	573
YLR227C	143	101	144	209	219	228
tL(UAG)L1	0	5	3	18	19	17
YLR228C	719	544	484	590	568	497
YLR229C	1279	994	945	872	860	792
tI(UAU)L	12	6	4	2	2	3
YLR231C	680	570	486	575	553	508
YLR233C	131	125	117	221	209	198
YLR234W	257	239	169	351	322	309
YLR237W	467	384	394	543	543	475
YLR238W	310	247	206	284	325	292
YLR239C	407	333	281	200	217	213
YLR240W	891	617	530	920	803	732
YLR241W	1387	1120	994	1794	1713	1609
YLR242C	126	87	120	110	117	122
YLR243W	486	400	405	487	525	469
YLR244C	3657	3096	3034	3106	3326	3115
YLR245C	132	93	100	135	138	123
YLR246W	157	113	96	188	207	172
tL(CAA)L	5	3	2	3	4	1
YLR247C	1124	844	858	1797	1587	1523
YLR248W	3341	2728	2334	3809	3059	2852
YLR249W	109864	93048	101866	60066	60668	56707
YLR250W	1028	820	765	1296	1044	997
YLR251W	482	391	236	491	373	399
YLR253W	603	484	422	551	511	470
YLR254C	229	221	176	534	604	520
YLR256W	1874	1401	1458	4033	3638	3992
tA(AGC)L	1	1	0	0	0	0
YLR257W	6730	5280	3518	4853	4110	3530
YLR258W	6996	4749	1324	3761	2132	1592
YLR259C	9945	8647	7726	8526	8783	8232
YLR260W	690	600	558	1180	1075	1026
YLR262C	462	366	394	521	542	509
YLR262C-A	685	651	848	686	623	594
YLR263W	127	109	122	205	214	207
YLR264W	1909	1395	3116	1935	2341	2448
YLR264C-A	1	0	0	0	0	0
YLR265C	179	133	134	151	146	137
YLR266C	454	331	350	416	418	383
YLR267W	175	128	43	259	184	142
YLR268W	878	737	605	808	779	703
YLR270W	1245	922	583	2541	2078	1866
YLR271W	307	223	118	233	204	181
YLR272C	715	556	592	624	655	612
tV(AAC)L	3	1	1	2	3	1
YLR273C	102	106	66	213	214	181
YLR274W	748	600	593	826	790	750
YLR275W	232	185	194	351	301	273
YLR276C	2048	1648	1560	1219	1477	1433
YLR277C	555	455	487	517	514	557
YLR278C	1014	811	653	1169	1139	1083
YLR281C	33	27	24	35	26	38
YLR283W	262	166	154	168	174	169
YLR284C	114	117	101	129	123	73
YLR285W	549	472	440	312	308	322
YLR285C-A	121	60	34	31	67	77
YLR286C	8190	6173	5326	2908	2826	2586
YLR287C	559	465	641	763	735	764
YLR287C-A	7664	6350	7093	3470	3363	3144
YLR288C	233	189	163	306	288	283
YLR289W	224	213	156	298	316	260
YLR290C	257	232	221	348	247	266
YLR291C	1661	1330	1287	984	996	931
YLR292C	831	762	876	865	1008	984
YLR293C	13294	11152	10609	8596	8722	8115
YLR295C	1195	859	841	1264	1307	1310
YLR297W	121	104	144	250	322	367
YLR298C	299	262	243	432	382	351
YLR299W	406	314	224	829	663	635
YLR300W	7931	6419	7016	10260	8998	8028
YLR301W	2366	1976	2076	2133	2075	1877
tL(UAG)L2	0	0	0	0	0	0
YLR303W	0	0	0	0	0	0
tI(AAU)L1	0	0	0	0	0	0
YLR304C	6485	5104	4979	2150	2300	2512
YLR305C	1599	1278	1422	1704	1550	1628
YLR306W	127	93	87	237	205	215
YLR307W	11	5	7	35	43	28
YLR307C-A	9	4	7	27	14	22
YLR308W	0	0	0	4	5	3
YLR309C	654	501	450	606	552	568
YLR310C	1673	1260	1326	1672	1531	1598
YLR312C	47	20	11	162	126	112
YLR312W-A	389	317	333	307	346	323
YLR313C	116	91	105	168	168	179
YLR314C	1515	1302	1100	1432	1408	1421
YLR315W	117	97	94	126	144	147
YLR316C	184	166	165	215	235	213
YLR318W	106	69	118	146	188	176
YLR319C	444	347	321	446	429	464
YLR320W	328	255	303	451	423	419
YLR321C	466	438	474	486	538	494
YLR323C	189	160	182	283	299	279
YLR324W	727	553	442	832	735	764
YLR325C	11606	10158	11210	4307	4174	3896
YLR326W	133	112	95	190	205	194
YLR327C	1643	1352	265	7532	5179	4288
tS(GCU)L	0	1	0	3	5	0
YLR328W	884	708	716	732	714	611
YLR329W	12	10	8	18	19	22
YLR330W	2130	1837	1523	2231	2122	1924
YLR332W	809	558	367	801	681	708
tD(GUC)L2	0	0	1	0	0	3
snR61	11	9	4	8	15	8
snR55	54	35	43	47	44	43
snR57	72	59	71	79	69	57
YLR333C	6667	5279	5291	1707	1861	1751
tE(UUC)L	0	0	0	0	0	0
YLR335W	2201	1804	1610	1400	1445	1371
YLR336C	468	433	502	521	600	565
YLR337C	254	147	125	259	228	295
YLR340W	43489	36103	34284	13398	13781	12335
YLR341W	8	4	9	13	10	8
YLR342W	15861	11592	12485	11482	10266	11846
YLR342W-A	112	57	40	60	67	93
YLR343W	82	69	42	70	76	57
tR(CCG)L	1	0	0	0	0	0
YLR344W	6202	4891	5439	2382	2637	2368
YLR345W	869	677	451	1161	1052	885
YLR346C	33	29	21	94	81	72
YLR347C	1983	1694	2014	2073	2169	2122
YLR348C	1399	1181	1152	627	838	721
YLR350W	1419	1117	933	1874	1715	1560
YLR351C	1340	1090	1008	1067	966	961
YLR352W	213	147	134	295	302	236
YLR353W	459	340	319	513	569	482
YLR354C	5964	4870	4658	6074	6401	5983
YLR355C	18063	14460	18247	6340	7753	8823
YLR356W	227	193	119	373	322	281
YLR357W	949	840	882	1095	1142	1063
YLR359W	4201	3174	2327	1142	1179	943
YLR360W	267	208	192	382	340	350
YLR361C	468	421	416	534	491	518
YLR361C-A	53	66	44	74	85	61
YLR362W	636	460	364	728	593	529
YLR363C	208	155	163	316	262	262
YLR363W-A	340	284	312	224	229	262
YLR364W	66	74	92	87	109	91
YLR367W	2576	2158	2430	947	859	846
snR44	828	976	1161	774	431	340
YLR368W	369	325	285	487	465	440
YLR369W	672	553	458	1012	913	858
YLR370C	807	612	608	1254	1196	1050
YLR371W	1361	1015	896	1766	1539	1484
YLR372W	3354	2624	2731	2408	2487	2524
YLR373C	372	277	305	413	421	430
YLR375W	477	383	401	555	517	534
YLR376C	55	56	47	103	91	77
YLR377C	15	9	5	26	15	15
tK(UUU)L	0	3	1	2	2	2
YLR378C	3706	2872	2804	2453	2414	2513
YLR380W	1343	1179	1174	1837	2163	2099
YLR381W	251	201	193	305	276	264
YLR382C	667	539	400	682	606	527
YLR383W	420	352	368	498	487	423
YLR384C	3955	3245	3624	1959	2149	2153
YLR385C	51	39	45	56	42	59
YLR386W	770	618	611	775	753	712
YLR387C	1160	848	691	1093	1107	1020
YLR388W	3175	2758	3480	1191	1375	1309
snR34	3044	3345	4174	5595	3201	2708
YLR389C	2330	1828	1586	2316	1983	1893
YLR390W	308	269	238	301	320	333
YLR390W-A	1528	1243	1016	1326	1389	1304
YLR392C	445	339	239	694	531	421
YLR393W	115	86	77	154	111	116
YLR394W	180	157	119	249	239	179
YLR395C	460	369	377	322	288	259
YLR396C	376	321	322	505	507	494
YLR397C	693	642	780	686	742	717
YLR398C	1059	867	884	1006	969	909
YLR399C	2120	1615	1556	1802	1843	1758
YLR401C	969	871	947	1124	1111	1092
YLR403W	698	517	493	793	826	800
YLR404W	178	144	110	114	140	151
YLR405W	259	258	243	178	261	209
YLR406C	5280	4223	4570	2624	2928	2730
YLR406C-A	1	3	2	2	7	2
YLR407W	268	225	290	600	713	689
YLR408C	38	33	30	89	54	56
YLR409C	1486	1385	1588	1567	1691	1724
YLR410W	3021	2387	2437	2839	2640	2493
YLR411W	44	31	18	20	36	18
YLR412W	551	465	457	547	535	488
YLR412C-A	1	3	4	2	4	6
YLR413W	2481	2156	2693	3220	3842	4142
YLR414C	4128	3644	2702	7593	5533	4333
YLR415C	14	12	10	26	24	10
YLR417W	603	448	327	816	658	477
YLR418C	653	572	500	658	601	540
YLR419W	813	674	934	1252	1156	1139
tL(UAA)L	1	1	1	0	0	0
YLR420W	2541	2088	2176	1263	1129	1151
YLR421C	872	795	734	1019	949	879
YLR422W	825	604	708	1081	975	1013
YLR423C	133	92	61	155	135	151
YLR424W	183	163	138	219	218	196
tN(GUU)L	0	0	0	0	0	0
YLR425W	615	468	382	815	664	643
YLR426W	191	155	156	300	319	308
YLR427W	722	578	504	767	654	662
YLR429W	2985	2343	2030	2626	2450	2268
YLR430W	1515	1156	1487	2054	1952	2058
YLR431C	249	178	222	466	417	426
YLR432W	7034	5623	5793	4146	4175	3911
YLR433C	703	551	534	603	619	571
YLR435W	512	512	576	409	454	441
YLR436C	666	465	519	1054	953	1028
YLR437C	248	207	215	299	385	405
YLR438W	1621	1341	1417	1769	2159	2008
YLR438C-A	81	84	85	114	133	132
YLR439W	296	244	219	221	227	231
YLR440C	561	445	434	600	532	536
YLR441C	26111	21470	21969	9329	9484	8557
YLR442C	602	426	371	586	551	511
YLR443W	603	495	457	696	660	636
YLR445W	4	3	1	6	8	7
YLR446W	82	43	52	177	178	148
YLR447C	4588	3837	4128	3726	3416	3246
YLR448W	10678	8585	8483	3878	4157	4126
YLR449W	3830	3248	2886	2584	2663	2551
YLR450W	1694	1295	1359	2395	2171	2183
YLR451W	540	435	473	603	636	634
YLR452C	1341	982	1167	425	463	459
YLR453C	54	31	52	94	104	93
YLR454W	1967	1324	1312	2069	1655	1865
tI(AAU)L2	0	0	0	0	1	1
YLR455W	388	288	301	414	394	378
YLR456W	77	44	67	111	105	111
YLR457C	81	60	57	82	88	70
YLR459W	311	257	297	257	283	311
YLR460C	41	44	27	61	69	64
YLR461W	0	1	1	0	2	3
YLR462W	0	0	0	0	1	2
YLR464W	0	0	0	0	0	0
YLR466W	2	1	0	2	1	2
YLR466C-B	3	2	3	2	1	1
YLR467W	0	0	0	0	0	0
YML133C	5	4	4	9	10	11
YML132W	0	0	0	0	0	0
YML131W	328	266	173	838	635	555
YML130C	2005	1731	1621	3689	3468	3461
YML129C	512	371	311	557	507	493
YML128C	3601	2730	787	5796	3775	3469
YML127W	1198	963	804	1174	1101	1062
YML126C	5660	4617	5541	8700	9025	8552
YML125C	2308	1872	1954	1196	1210	1178
YML124C	3272	2677	2596	2857	3125	2878
YML123C	8652	7496	9603	1139	1303	1528
YML121W	395	325	308	461	430	423
YML120C	890	672	388	543	501	435
YML119W	158	140	137	181	181	217
YML118W	280	259	227	515	450	401
YML117W	3994	3102	2412	4436	3856	3671
YML116W	317	280	214	297	306	233
YML115C	1016	852	800	934	907	872
YML114C	567	493	389	560	639	581
YML113W	217	234	311	301	470	473
YML112W	275	251	202	323	381	354
YML111W	665	519	634	1084	1168	1154
YML110C	1985	1550	1338	1773	1601	1531
YML109W	373	320	278	549	599	517
YML108W	228	190	256	308	259	293
YML107C	164	129	123	151	195	154
YML106W	3750	3195	3130	2199	2491	2266
YML105C	878	695	665	711	697	632
YML104C	633	490	518	496	556	519
YML103C	1867	1343	1639	1859	1861	1916
snR85	84	100	132	123	97	97
YML102W	194	185	180	206	246	212
YML101C	353	294	257	332	299	298
YML100W-A	16	19	16	17	19	20
YML100W	4602	3052	1495	7348	5597	5549
YML099C	505	466	440	718	781	701
YML098W	57	46	59	90	78	100
YML097C	327	243	224	269	276	292
YML096W	342	298	301	353	322	307
YML095C	109	88	88	153	140	145
YML094W	566	506	461	405	375	400
YML093W	1450	1369	1342	1145	1324	1282
YML092C	1465	1234	1006	1385	1408	1208
YML091C	594	359	232	672	554	522
YML088W	708	594	605	893	872	742
YML087C	17	14	14	50	53	47
YML086C	1306	995	903	929	854	853
YML085C	3895	3109	2883	3376	3331	3111
YML083C	7	7	8	34	26	23
YML082W	589	503	600	734	740	675
YML081C-A	794	571	561	799	810	762
YML081W	1406	1193	1303	1772	1817	1751
YML080W	175	178	254	255	267	300
YML079W	812	651	552	439	483	436
YML078W	1261	1024	972	861	860	751
YML077W	396	352	340	329	349	338
YML076C	408	310	329	498	548	554
YML075C	1095	842	1178	1204	1304	1329
YML074C	3435	3051	2563	2160	2397	2228
YML073C	6803	5251	5843	2657	2806	2562
YML072C	7858	5886	6028	5691	5080	5093
YML071C	288	217	215	308	295	270
tR(UCU)M2	0	0	1	0	0	0
YML070W	2281	2027	1684	2747	2376	2258
YML069W	1144	939	875	939	921	913
YML068W	381	367	250	392	341	302
YML067C	942	818	865	868	849	792
YML066C	13	10	7	7	16	10
YML065W	479	392	396	334	337	323
YML064C	173	129	123	257	301	256
YML063W	30589	25276	26460	11616	11479	10872
YML062C	189	169	143	156	143	162
YML061C	509	436	370	482	470	464
YML060W	298	234	291	327	443	466
YML059C	671	570	699	1150	1081	1106
YML058W-A	52	45	32	108	104	110
YML058W	770	650	736	775	818	856
YML057W	967	769	589	1282	1121	1088
YML056C	7201	6076	6944	4955	5010	4753
snR54	9	8	6	18	28	17
YML055W	346	262	316	483	457	453
YML054C	77	74	26	129	95	91
YML054C-A	0	0	0	0	0	0
tY(GUA)M1	1	0	1	1	2	3
YML053C	139	99	128	147	192	194
YML052W	930	719	764	663	701	693
YML051W	861	626	616	840	897	801
YML050W	125	83	82	63	83	74
YML049C	836	651	699	919	893	889
YML048W	2193	1650	1403	1800	1565	1488
YML047C	16	6	15	7	4	1
YML046W	544	436	488	535	582	563
tG(GCC)M	0	1	0	2	1	1
YML043C	116	118	241	236	286	315
YML042W	161	108	104	209	159	154
YML041C	216	168	158	258	262	244
tP(UGG)M	2	2	2	17	13	14
YML038C	1187	976	821	2123	2095	1922
YML037C	100	77	86	154	203	187
YML036W	196	160	187	221	193	186
YML035C	1714	1287	1337	1906	1898	1889
YML034W	751	574	499	1273	1101	1091
YML032C	799	628	551	856	852	763
YML031W	897	691	831	920	1029	1006
YML030W	236	181	154	121	119	129
YML029W	832	651	721	1076	1019	1046
YML028W	13905	11606	10529	13904	15980	15080
YML027W	49	51	106	40	56	72
YML026C	13625	11183	12254	6024	6293	6038
YML025C	426	308	292	408	468	423
YML024W	11639	9747	11125	5311	5161	4823
YML023C	255	216	238	247	244	244
YML022W	1968	1739	2004	1282	1293	1218
YML021C	477	419	375	451	443	409
YML020W	449	377	296	387	331	290
YML019W	492	416	434	297	318	300
YML018C	412	390	451	507	571	631
YML017W	967	789	884	1192	1201	1171
YML016C	607	476	412	931	769	786
YML015C	455	353	299	410	411	396
YML014W	318	312	322	282	346	312
YML013W	845	621	542	1096	1008	1042
YML012W	2231	1861	2045	1971	1785	1808
YML011C	183	129	106	210	240	231
YML010W	1624	1513	1607	1641	1808	1938
YML009C	424	320	332	299	320	346
YML008C	3794	3103	2907	8254	8425	8013
YML007C-A	5	6	5	23	13	12
YML007W	1613	1255	1111	2027	1875	1859
YML006C	561	449	504	752	627	594
tS(AGA)M	0	1	1	0	1	0
YML005W	272	221	259	355	304	301
YML004C	3234	2533	2117	2919	2749	2524
